set_num,name,year,theme_id,num_parts,set_img_url,set_url
76280-1,Spider-Man vs. Sandman: Final Battle,2024,706,347,https://cdn.rebrickable.com/media/sets/76280-1/134479.jpg,https://rebrickable.com/sets/76280-1/spider-man-vs-sandman-final-battle/
80050-1,Creative Vehicles,2024,693,390,https://cdn.rebrickable.com/media/sets/80050-1/134107.jpg,https://rebrickable.com/sets/80050-1/creative-vehicles/
40696-1,Bakery,2024,598,376,https://cdn.rebrickable.com/media/sets/40696-1/146679.jpg,https://rebrickable.com/sets/40696-1/bakery/
40743-1,Christmas Table Decoration,2024,227,433,https://cdn.rebrickable.com/media/sets/40743-1/143737.jpg,https://rebrickable.com/sets/40743-1/christmas-table-decoration/
10391-1,Over the Moon with Pharrell Williams,2024,721,966,https://cdn.rebrickable.com/media/sets/10391-1/145215.jpg,https://rebrickable.com/sets/10391-1/over-the-moon-with-pharrell-williams/
10334-1,Retro Radio,2024,721,906,https://cdn.rebrickable.com/media/sets/10334-1/140496.jpg,https://rebrickable.com/sets/10334-1/retro-radio/
71475-1,Mr. Oz's Space Car,2024,749,350,https://cdn.rebrickable.com/media/sets/71475-1/133490.jpg,https://rebrickable.com/sets/71475-1/mr-ozs-space-car/
77092-1,Great Deku Tree 2-in-1,2024,764,2500,https://cdn.rebrickable.com/media/sets/77092-1/141275.jpg,https://rebrickable.com/sets/77092-1/great-deku-tree-2-in-1/
71438-1,Super Mario World: Mario & Yoshi,2024,690,1215,https://cdn.rebrickable.com/media/sets/71438-1/143271.jpg,https://rebrickable.com/sets/71438-1/super-mario-world-mario-yoshi/
43249-1,Stitch,2024,608,730,https://cdn.rebrickable.com/media/sets/43249-1/135370.jpg,https://rebrickable.com/sets/43249-1/stitch/
10370-1,Poinsettia,2024,227,608,https://cdn.rebrickable.com/media/sets/10370-1/144811.jpg,https://rebrickable.com/sets/10370-1/poinsettia/
40749-1,"Joy, Sadness & Anxiety",2024,610,300,https://cdn.rebrickable.com/media/sets/40749-1/140290.jpg,https://rebrickable.com/sets/40749-1/joy-sadness-anxiety/
76274-1,Batman with the Batmobile vs Harley Quinn and Mr. Freeze,2024,697,435,https://cdn.rebrickable.com/media/sets/76274-1/140084.jpg,https://rebrickable.com/sets/76274-1/batman-with-the-batmobile-vs-harley-quinn-and-mr-freeze/
42638-1,Castle Bed and Breakfast,2024,494,1311,https://cdn.rebrickable.com/media/sets/42638-1/140699.jpg,https://rebrickable.com/sets/42638-1/castle-bed-and-breakfast/
77071-1,Supply Llama,2024,766,691,https://cdn.rebrickable.com/media/sets/77071-1/143092.jpg,https://rebrickable.com/sets/77071-1/supply-llama/
76428-1,Hagrid's Hut: An Unexpected Visit,2024,246,894,https://cdn.rebrickable.com/media/sets/76428-1/132974.jpg,https://rebrickable.com/sets/76428-1/hagrids-hut-an-unexpected-visit/
42181-1,VTOL Heavy Cargo Spaceship LT81,2024,1,1365,https://cdn.rebrickable.com/media/sets/42181-1/134833.jpg,https://rebrickable.com/sets/42181-1/vtol-heavy-cargo-spaceship-lt81/
4000042-1,The Vault Memory Lane,2024,599,1243,https://cdn.rebrickable.com/media/sets/4000042-1/141953.jpg,https://rebrickable.com/sets/4000042-1/the-vault-memory-lane/
40690-1,Tribute to Jules Verne's Books,2024,598,351,https://cdn.rebrickable.com/media/sets/40690-1/141835.jpg,https://rebrickable.com/sets/40690-1/tribute-to-jules-vernes-books/
75683-1,Glinda & Elphaba's Dormitory,2024,765,742,https://cdn.rebrickable.com/media/sets/75683-1/144282.jpg,https://rebrickable.com/sets/75683-1/glinda-elphabas-dormitory/
75395-1,Star Wars Advent Calendar 2024,2024,209,368,https://cdn.rebrickable.com/media/sets/75395-1/140111.jpg,https://rebrickable.com/sets/75395-1/star-wars-advent-calendar-2024/
42617-1,Farm Animal Sanctuary,2024,494,489,https://cdn.rebrickable.com/media/sets/42617-1/133082.jpg,https://rebrickable.com/sets/42617-1/farm-animal-sanctuary/
76437-1,The Burrow – Collectors' Edition,2024,246,2403,https://cdn.rebrickable.com/media/sets/76437-1/144660.jpg,https://rebrickable.com/sets/76437-1/the-burrow-collectors-edition/
42171-1,Mercedes-AMG F1 W14 E Performance,2024,1,1642,https://cdn.rebrickable.com/media/sets/42171-1/137095.jpg,https://rebrickable.com/sets/42171-1/mercedes-amg-f1-w14-e-performance/
60437-1,Jungle Explorer Helicopter at Base Camp,2024,614,881,https://cdn.rebrickable.com/media/sets/60437-1/140596.jpg,https://rebrickable.com/sets/60437-1/jungle-explorer-helicopter-at-base-camp/
76924-1,Mercedes-AMG G 63 & Mercedes-AMG SL 63,2024,601,811,https://cdn.rebrickable.com/media/sets/76924-1/139854.jpg,https://rebrickable.com/sets/76924-1/mercedes-amg-g-63-mercedes-amg-sl-63/
77052-1,K.K.'s Concert at the Plaza,2024,752,550,https://cdn.rebrickable.com/media/sets/77052-1/139839.jpg,https://rebrickable.com/sets/77052-1/kks-concert-at-the-plaza/
42613-1,Heartlake City Hospital Ambulance,2024,494,344,https://cdn.rebrickable.com/media/sets/42613-1/133185.jpg,https://rebrickable.com/sets/42613-1/heartlake-city-hospital-ambulance/
43276-1,Snow White's Jewelry Box,2024,579,358,https://cdn.rebrickable.com/media/sets/43276-1/140150.jpg,https://rebrickable.com/sets/43276-1/snow-whites-jewelry-box/
76427-1,Buckbeak,2024,246,723,https://cdn.rebrickable.com/media/sets/76427-1/140044.jpg,https://rebrickable.com/sets/76427-1/buckbeak/
71436-1,King Boo's Haunted Mansion,2024,690,932,https://cdn.rebrickable.com/media/sets/71436-1/138106.jpg,https://rebrickable.com/sets/71436-1/king-boos-haunted-mansion/
71431-1,Bowser's Muscle Car Expansion Set,2024,690,458,https://cdn.rebrickable.com/media/sets/71431-1/129510.jpg,https://rebrickable.com/sets/71431-1/bowsers-muscle-car-expansion-set/
42177-1,Mercedes-Benz G 500 PROFESSIONAL Line,2024,1,2891,https://cdn.rebrickable.com/media/sets/42177-1/142596.jpg,https://rebrickable.com/sets/42177-1/mercedes-benz-g-500-professional-line/
80116-1,Trotting Lantern,2024,686,1295,https://cdn.rebrickable.com/media/sets/80116-1/147434.jpg,https://rebrickable.com/sets/80116-1/trotting-lantern/
80055-1,Monkie Kid's Team Power Truck,2024,693,712,https://cdn.rebrickable.com/media/sets/80055-1/140578.jpg,https://rebrickable.com/sets/80055-1/monkie-kids-team-power-truck/
42167-1,Mack LR Electric Garbage Truck,2024,1,503,https://cdn.rebrickable.com/media/sets/42167-1/133688.jpg,https://rebrickable.com/sets/42167-1/mack-lr-electric-garbage-truck/
31148-1,Retro Roller Skate,2024,672,342,https://cdn.rebrickable.com/media/sets/31148-1/133358.jpg,https://rebrickable.com/sets/31148-1/retro-roller-skate/
80054-1,Megapolis City 5th Anniversary,2024,693,2330,https://cdn.rebrickable.com/media/sets/80054-1/129181.jpg,https://rebrickable.com/sets/80054-1/megapolis-city-5th-anniversary/
60422-1,Seaside Harbor with Cargo Ship,2024,59,1226,https://cdn.rebrickable.com/media/sets/60422-1/140639.jpg,https://rebrickable.com/sets/60422-1/seaside-harbor-with-cargo-ship/
42174-1,Emirates Team New Zealand AC75 Yacht,2024,1,964,https://cdn.rebrickable.com/media/sets/42174-1/142236.jpg,https://rebrickable.com/sets/42174-1/emirates-team-new-zealand-ac75-yacht/
71486-1,Castle Nocturnia,2024,749,1742,https://cdn.rebrickable.com/media/sets/71486-1/139525.jpg,https://rebrickable.com/sets/71486-1/castle-nocturnia/
41839-1,Message Board,2024,301,1743,https://cdn.rebrickable.com/media/sets/41839-1/142519.jpg,https://rebrickable.com/sets/41839-1/message-board/
10338-1,Bumblebee,2024,721,950,https://cdn.rebrickable.com/media/sets/10338-1/141728.jpg,https://rebrickable.com/sets/10338-1/bumblebee/
71483-1,The Never Witch's Nightmare Creatures,2024,749,464,https://cdn.rebrickable.com/media/sets/71483-1/139569.jpg,https://rebrickable.com/sets/71483-1/the-never-witchs-nightmare-creatures/
40755-1,Imperial Dropship vs. Rebel Scout Speeder,2024,158,383,https://cdn.rebrickable.com/media/sets/40755-1/145820.jpg,https://rebrickable.com/sets/40755-1/imperial-dropship-vs-rebel-scout-speeder/
21262-1,The Windmill Farm,2024,577,462,https://cdn.rebrickable.com/media/sets/21262-1/140799.jpg,https://rebrickable.com/sets/21262-1/the-windmill-farm/
76273-1,Batman Construction Figure and the Bat-Pod Bike,2024,697,713,https://cdn.rebrickable.com/media/sets/76273-1/140085.jpg,https://rebrickable.com/sets/76273-1/batman-construction-figure-and-the-bat-pod-bike/
76281-1,X-Men X-Jet,2024,707,359,https://cdn.rebrickable.com/media/sets/76281-1/134495.jpg,https://rebrickable.com/sets/76281-1/x-men-x-jet/
71818-1,Tournament Battle Arena,2024,435,659,https://cdn.rebrickable.com/media/sets/71818-1/139968.jpg,https://rebrickable.com/sets/71818-1/tournament-battle-arena/
80057-1,Nezha's Ring of Fire Mech,2024,693,1163,https://cdn.rebrickable.com/media/sets/80057-1/140567.jpg,https://rebrickable.com/sets/80057-1/nezhas-ring-of-fire-mech/
75376-1,Tantive IV,2024,158,654,https://cdn.rebrickable.com/media/sets/75376-1/136889.jpg,https://rebrickable.com/sets/75376-1/tantive-iv/
42620-1,Olly's and Paisley's Family Homes,2024,494,1126,https://cdn.rebrickable.com/media/sets/42620-1/133141.jpg,https://rebrickable.com/sets/42620-1/ollys-and-paisleys-family-homes/
75393-1,TIE Fighter & X-Wing Mash-up,2024,158,1063,https://cdn.rebrickable.com/media/sets/75393-1/142066.jpg,https://rebrickable.com/sets/75393-1/tie-fighter-x-wing-mash-up/
21351-1,Disney Tim Burton's The Nightmare Before Christmas,2024,576,2193,https://cdn.rebrickable.com/media/sets/21351-1/144331.jpg,https://rebrickable.com/sets/21351-1/disney-tim-burtons-the-nightmare-before-christmas/
10335-1,The Endurance,2024,721,3011,https://cdn.rebrickable.com/media/sets/10335-1/147505.jpg,https://rebrickable.com/sets/10335-1/the-endurance/
40676-1,The Phantom Menace,2024,610,732,https://cdn.rebrickable.com/media/sets/40676-1/139276.jpg,https://rebrickable.com/sets/40676-1/the-phantom-menace/
76997-1,Tails' Adventure Boat,2024,747,393,https://cdn.rebrickable.com/media/sets/76997-1/139850.jpg,https://rebrickable.com/sets/76997-1/tails-adventure-boat/
10340-1,Wreath,2024,227,1194,https://cdn.rebrickable.com/media/sets/10340-1/144814.jpg,https://rebrickable.com/sets/10340-1/wreath/
75375-1,Millennium Falcon,2024,158,921,https://cdn.rebrickable.com/media/sets/75375-1/136884.jpg,https://rebrickable.com/sets/75375-1/millennium-falcon/
77072-1,Peely Bone,2024,766,1414,https://cdn.rebrickable.com/media/sets/77072-1/143086.jpg,https://rebrickable.com/sets/77072-1/peely-bone/
43237-1,Isabela's Flowerpot,2024,608,641,https://cdn.rebrickable.com/media/sets/43237-1/135367.jpg,https://rebrickable.com/sets/43237-1/isabelas-flowerpot/
71435-1,Battle with Roy at Peach's Castle,2024,690,738,https://cdn.rebrickable.com/media/sets/71435-1/138107.jpg,https://rebrickable.com/sets/71435-1/battle-with-roy-at-peachs-castle/
76920-1,Ford Mustang Dark Horse Sports Car,2024,601,347,https://cdn.rebrickable.com/media/sets/76920-1/133004.jpg,https://rebrickable.com/sets/76920-1/ford-mustang-dark-horse-sports-car/
43252-1,Moana's Flowerpot,2024,579,619,https://cdn.rebrickable.com/media/sets/43252-1/140320.jpg,https://rebrickable.com/sets/43252-1/moanas-flowerpot/
42182-1,NASA Apollo Lunar Roving Vehicle - LRV,2024,1,1913,https://cdn.rebrickable.com/media/sets/42182-1/139917.jpg,https://rebrickable.com/sets/42182-1/nasa-apollo-lunar-roving-vehicle-lrv/
4000502-1,Braille Bricks Toolkit (Brazilian Portuguese),2024,507,340,https://cdn.rebrickable.com/media/sets/4000502-1/145150.jpg,https://rebrickable.com/sets/4000502-1/braille-bricks-toolkit-brazilian-portuguese/
42621-1,Heartlake City Hospital,2024,494,1045,https://cdn.rebrickable.com/media/sets/42621-1/133088.jpg,https://rebrickable.com/sets/42621-1/heartlake-city-hospital/
21353-1,The Botanical Garden,2024,576,3792,https://cdn.rebrickable.com/media/sets/21353-1/147085.jpg,https://rebrickable.com/sets/21353-1/the-botanical-garden/
910036-1,Ocean House,2024,719,2208,https://cdn.rebrickable.com/media/sets/910036-1/141475.jpg,https://rebrickable.com/sets/910036-1/ocean-house/
75377-1,Invisible Hand,2024,158,557,https://cdn.rebrickable.com/media/sets/75377-1/136895.jpg,https://rebrickable.com/sets/75377-1/invisible-hand/
60408-1,Car Transporter Truck with Sports Cars,2024,63,998,https://cdn.rebrickable.com/media/sets/60408-1/140686.jpg,https://rebrickable.com/sets/60408-1/car-transporter-truck-with-sports-cars/
60413-1,Fire Rescue Plane,2024,58,485,https://cdn.rebrickable.com/media/sets/60413-1/134006.jpg,https://rebrickable.com/sets/60413-1/fire-rescue-plane/
910032-1,Parisian Street,2024,719,3533,https://cdn.rebrickable.com/media/sets/910032-1/137267.jpg,https://rebrickable.com/sets/910032-1/parisian-street/
910029-1,Mountain Fortress,2024,719,3997,https://cdn.rebrickable.com/media/sets/910029-1/137266.jpg,https://rebrickable.com/sets/910029-1/mountain-fortress/
21256-1,The Frog House,2024,577,400,https://cdn.rebrickable.com/media/sets/21256-1/133536.jpg,https://rebrickable.com/sets/21256-1/the-frog-house/
21260-1,The Cherry Blossom Garden,2024,577,304,https://cdn.rebrickable.com/media/sets/21260-1/140800.jpg,https://rebrickable.com/sets/21260-1/the-cherry-blossom-garden/
31156-1,Tropical Ukulele,2024,672,387,https://cdn.rebrickable.com/media/sets/31156-1/133354.jpg,https://rebrickable.com/sets/31156-1/tropical-ukulele/
75583-1,Minions and Gru's Family Mansion,2024,763,868,https://cdn.rebrickable.com/media/sets/75583-1/139487.jpg,https://rebrickable.com/sets/75583-1/minions-and-grus-family-mansion/
11036-1,Creative Vehicles,2024,621,900,https://cdn.rebrickable.com/media/sets/11036-1/133279.jpg,https://rebrickable.com/sets/11036-1/creative-vehicles/
75397-1,Jabba's Sail Barge,2024,171,3943,https://cdn.rebrickable.com/media/sets/75397-1/145805.jpg,https://rebrickable.com/sets/75397-1/jabbas-sail-barge/
42603-1,Stargazing Camping Vehicle,2024,494,364,https://cdn.rebrickable.com/media/sets/42603-1/133153.jpg,https://rebrickable.com/sets/42603-1/stargazing-camping-vehicle/
10330-1,McLaren MP4/4 & Ayrton Senna,2024,721,693,https://cdn.rebrickable.com/media/sets/10330-1/137114.jpg,https://rebrickable.com/sets/10330-1/mclaren-mp44-ayrton-senna/
80053-1,Mei's Dragon Mech,2024,693,998,https://cdn.rebrickable.com/media/sets/80053-1/134115.jpg,https://rebrickable.com/sets/80053-1/meis-dragon-mech/
76780-1,Wednesday Addams Figure,2024,768,702,https://cdn.rebrickable.com/media/sets/76780-1/145680.jpg,https://rebrickable.com/sets/76780-1/wednesday-addams-figure/
80051-1,Monkie Kid's Mini Mech,2024,693,557,https://cdn.rebrickable.com/media/sets/80051-1/134119.jpg,https://rebrickable.com/sets/80051-1/monkie-kids-mini-mech/
60409-1,Yellow Mobile Construction Crane,2024,56,1116,https://cdn.rebrickable.com/media/sets/60409-1/140658.jpg,https://rebrickable.com/sets/60409-1/yellow-mobile-construction-crane/
2000409-2,Window Exploration Bag,2024,510,5500,https://cdn.rebrickable.com/media/sets/2000409-2/147826.jpg,https://rebrickable.com/sets/2000409-2/window-exploration-bag/
76934-1,Ferrari F40 Supercar,2024,601,325,https://cdn.rebrickable.com/media/sets/76934-1/142487.jpg,https://rebrickable.com/sets/76934-1/ferrari-f40-supercar/
76430-1,Hogwarts Castle Owlery,2024,246,365,https://cdn.rebrickable.com/media/sets/76430-1/132968.jpg,https://rebrickable.com/sets/76430-1/hogwarts-castle-owlery/
10339-1,Santa's Post Office,2024,227,1440,https://cdn.rebrickable.com/media/sets/10339-1/145964.jpg,https://rebrickable.com/sets/10339-1/santas-post-office/
75380-1,Mos Espa Podrace,2024,158,719,https://cdn.rebrickable.com/media/sets/75380-1/139282.jpg,https://rebrickable.com/sets/75380-1/mos-espa-podrace/
75381-1,Droideka,2024,158,583,https://cdn.rebrickable.com/media/sets/75381-1/139292.jpg,https://rebrickable.com/sets/75381-1/droideka/
31152-1,Space Astronaut,2024,672,647,https://cdn.rebrickable.com/media/sets/31152-1/133340.jpg,https://rebrickable.com/sets/31152-1/space-astronaut/
40595-1,Tribute to Galileo Galilei,2023,576,307,https://cdn.rebrickable.com/media/sets/40595-1/128942.jpg,https://rebrickable.com/sets/40595-1/tribute-to-galileo-galilei/
40596-1,Magic Maze,2023,301,332,https://cdn.rebrickable.com/media/sets/40596-1/128321.jpg,https://rebrickable.com/sets/40596-1/magic-maze/
76248-1,The Avengers Quinjet,2023,781,795,https://cdn.rebrickable.com/media/sets/76248-1/130111.jpg,https://rebrickable.com/sets/76248-1/the-avengers-quinjet/
21245-1,The Panda Haven,2023,577,553,https://cdn.rebrickable.com/media/sets/21245-1/132434.jpg,https://rebrickable.com/sets/21245-1/the-panda-haven/
21060-1,Himeji Castle,2023,252,2125,https://cdn.rebrickable.com/media/sets/21060-1/125063.jpg,https://rebrickable.com/sets/21060-1/himeji-castle/
80046-1,Monkie Kid's Cloud Airship,2023,693,547,https://cdn.rebrickable.com/media/sets/80046-1/129803.jpg,https://rebrickable.com/sets/80046-1/monkie-kids-cloud-airship/
71794-1,Lloyd and Arin's Ninja Team Mechs,2023,435,764,https://cdn.rebrickable.com/media/sets/71794-1/122290.jpg,https://rebrickable.com/sets/71794-1/lloyd-and-arins-ninja-team-mechs/
40613-1,Mini Disney Palace of Agrabah,2023,579,506,https://cdn.rebrickable.com/media/sets/40613-1/127275.jpg,https://rebrickable.com/sets/40613-1/mini-disney-palace-of-agrabah/
71461-1,Fantastical Tree House,2023,749,1257,https://cdn.rebrickable.com/media/sets/71461-1/121835.jpg,https://rebrickable.com/sets/71461-1/fantastical-tree-house/
21343-1,Viking Village,2023,576,2104,https://cdn.rebrickable.com/media/sets/21343-1/127226.jpg,https://rebrickable.com/sets/21343-1/viking-village/
71792-1,Sora's Transforming Mech Bike Racer,2023,435,384,https://cdn.rebrickable.com/media/sets/71792-1/122279.jpg,https://rebrickable.com/sets/71792-1/soras-transforming-mech-bike-racer/
41748-1,Heartlake City Community Center,2023,494,1513,https://cdn.rebrickable.com/media/sets/41748-1/131314.jpg,https://rebrickable.com/sets/41748-1/heartlake-city-community-center/
910008-1,Modular Construction Site,2023,719,3374,https://cdn.rebrickable.com/media/sets/910008-1/118648.jpg,https://rebrickable.com/sets/910008-1/modular-construction-site/
71793-1,Heatwave Transforming Lava Dragon,2023,435,479,https://cdn.rebrickable.com/media/sets/71793-1/122273.jpg,https://rebrickable.com/sets/71793-1/heatwave-transforming-lava-dragon/
40601-1,Majisto’s Magical Workshop,2023,598,365,https://cdn.rebrickable.com/media/sets/40601-1/129456.jpg,https://rebrickable.com/sets/40601-1/majistos-magical-workshop/
71469-1,Nightmare Shark Ship,2023,749,1389,https://cdn.rebrickable.com/media/sets/71469-1/130351.jpg,https://rebrickable.com/sets/71469-1/nightmare-shark-ship/
11027-1,Creative Neon Fun,2023,621,333,https://cdn.rebrickable.com/media/sets/11027-1/132093.jpg,https://rebrickable.com/sets/11027-1/creative-neon-fun/
41805-1,Creative Animal Drawer,2023,688,643,https://cdn.rebrickable.com/media/sets/41805-1/131217.jpg,https://rebrickable.com/sets/41805-1/creative-animal-drawer/
75354-1,Coruscant Guard Gunship,2023,158,1083,https://cdn.rebrickable.com/media/sets/75354-1/125950.jpg,https://rebrickable.com/sets/75354-1/coruscant-guard-gunship/
40621-1,Moana & Merida,2023,610,410,https://cdn.rebrickable.com/media/sets/40621-1/131705.jpg,https://rebrickable.com/sets/40621-1/moana-merida/
76917-1,2 Fast 2 Furious Nissan Skyline GT-R (R34),2023,601,319,https://cdn.rebrickable.com/media/sets/76917-1/129886.jpg,https://rebrickable.com/sets/76917-1/2-fast-2-furious-nissan-skyline-gt-r-r34/
80044-1,Monkie Kid's Team Hideout,2023,693,1589,https://cdn.rebrickable.com/media/sets/80044-1/129834.jpg,https://rebrickable.com/sets/80044-1/monkie-kids-team-hideout/
76262-1,Captain America's Shield,2023,781,3128,https://cdn.rebrickable.com/media/sets/76262-1/129741.jpg,https://rebrickable.com/sets/76262-1/captain-americas-shield/
21342-1,The Insect Collection,2023,576,1111,https://cdn.rebrickable.com/media/sets/21342-1/126471.jpg,https://rebrickable.com/sets/21342-1/the-insect-collection/
80049-1,Dragon of the East Palace,2023,693,2371,https://cdn.rebrickable.com/media/sets/80049-1/121790.jpg,https://rebrickable.com/sets/80049-1/dragon-of-the-east-palace/
76420-1,Triwizard Tournament: The Black Lake,2023,246,349,https://cdn.rebrickable.com/media/sets/76420-1/129929.jpg,https://rebrickable.com/sets/76420-1/triwizard-tournament-the-black-lake/
76410-1,Slytherin House Banner,2023,246,349,https://cdn.rebrickable.com/media/sets/76410-1/129985.jpg,https://rebrickable.com/sets/76410-1/slytherin-house-banner/
76421-1,Dobby the House-Elf,2023,246,403,https://cdn.rebrickable.com/media/sets/76421-1/122506.jpg,https://rebrickable.com/sets/76421-1/dobby-the-house-elf/
11032-1,Creative Color Fun,2023,621,1500,https://cdn.rebrickable.com/media/sets/11032-1/125236.jpg,https://rebrickable.com/sets/11032-1/creative-color-fun/
76417-1,Gringotts Wizarding Bank – Collectors' Edition,2023,246,4809,https://cdn.rebrickable.com/media/sets/76417-1/127873.jpg,https://rebrickable.com/sets/76417-1/gringotts-wizarding-bank-collectors-edition/
60378-1,Arctic Explorer Truck and Mobile Lab,2023,65,489,https://cdn.rebrickable.com/media/sets/60378-1/130689.jpg,https://rebrickable.com/sets/60378-1/arctic-explorer-truck-and-mobile-lab/
21340-1,Tales of the Space Age,2023,576,690,https://cdn.rebrickable.com/media/sets/21340-1/120553.jpg,https://rebrickable.com/sets/21340-1/tales-of-the-space-age/
43229-1,Ariel's Treasure Chest,2023,608,370,https://cdn.rebrickable.com/media/sets/43229-1/121059.jpg,https://rebrickable.com/sets/43229-1/ariels-treasure-chest/
41741-1,Dog Rescue Van,2023,494,300,https://cdn.rebrickable.com/media/sets/41741-1/131548.jpg,https://rebrickable.com/sets/41741-1/dog-rescue-van/
40649-1,Up-Scaled LEGO Minifigure,2023,301,654,https://cdn.rebrickable.com/media/sets/40649-1/121814.jpg,https://rebrickable.com/sets/40649-1/up-scaled-lego-minifigure/
60398-1,Family House and Electric Car,2023,52,462,https://cdn.rebrickable.com/media/sets/60398-1/122714.jpg,https://rebrickable.com/sets/60398-1/family-house-and-electric-car/
71783-1,Kai's Mech Rider EVO,2023,435,323,https://cdn.rebrickable.com/media/sets/71783-1/130329.jpg,https://rebrickable.com/sets/71783-1/kais-mech-rider-evo/
80110-1,Lunar New Year Display,2023,686,872,https://cdn.rebrickable.com/media/sets/80110-1/130214.jpg,https://rebrickable.com/sets/80110-1/lunar-new-year-display/
75579-1,Payakan the Tulkun & Crabsuit,2023,724,761,https://cdn.rebrickable.com/media/sets/75579-1/130163.jpg,https://rebrickable.com/sets/75579-1/payakan-the-tulkun-crabsuit/
76266-1,Endgame Final Battle,2023,781,795,https://cdn.rebrickable.com/media/sets/76266-1/130009.jpg,https://rebrickable.com/sets/76266-1/endgame-final-battle/
76252-1,Batcave Shadowbox,2023,698,3989,https://cdn.rebrickable.com/media/sets/76252-1/122616.jpg,https://rebrickable.com/sets/76252-1/batcave-shadowbox/
41745-1,Autumn's Horse Stable,2023,494,545,https://cdn.rebrickable.com/media/sets/41745-1/131498.jpg,https://rebrickable.com/sets/41745-1/autumns-horse-stable/
10321-1,Corvette,2023,721,1210,https://cdn.rebrickable.com/media/sets/10321-1/125166.jpg,https://rebrickable.com/sets/10321-1/corvette/
10320-1,Eldorado Fortress,2023,721,2509,https://cdn.rebrickable.com/media/sets/10320-1/127861.jpg,https://rebrickable.com/sets/10320-1/eldorado-fortress/
40586-1,Moving Truck,2023,721,301,https://cdn.rebrickable.com/media/sets/40586-1/131402.jpg,https://rebrickable.com/sets/40586-1/moving-truck/
75352-1,Emperor's Throne Room Diorama,2023,158,807,https://cdn.rebrickable.com/media/sets/75352-1/119899.jpg,https://rebrickable.com/sets/75352-1/emperors-throne-room-diorama/
76414-1,Expecto Patronum,2023,246,754,https://cdn.rebrickable.com/media/sets/76414-1/129935.jpg,https://rebrickable.com/sets/76414-1/expecto-patronum/
11030-1,Lots of Bricks,2023,621,1000,https://cdn.rebrickable.com/media/sets/11030-1/132127.jpg,https://rebrickable.com/sets/11030-1/lots-of-bricks/
42153-1,NASCAR Next Gen Chevrolet Camaro ZL1,2023,1,672,https://cdn.rebrickable.com/media/sets/42153-1/131072.jpg,https://rebrickable.com/sets/42153-1/nascar-next-gen-chevrolet-camaro-zl1/
10318-1,Concorde,2023,721,2083,https://cdn.rebrickable.com/media/sets/10318-1/132335.jpg,https://rebrickable.com/sets/10318-1/concorde/
11029-1,Creative Party Box,2023,621,900,https://cdn.rebrickable.com/media/sets/11029-1/132117.jpg,https://rebrickable.com/sets/11029-1/creative-party-box/
11033-1,Creative Fantasy Universe,2023,621,1800,https://cdn.rebrickable.com/media/sets/11033-1/132079.jpg,https://rebrickable.com/sets/11033-1/creative-fantasy-universe/
76412-1,Hufflepuff House Banner,2023,246,313,https://cdn.rebrickable.com/media/sets/76412-1/129970.jpg,https://rebrickable.com/sets/76412-1/hufflepuff-house-banner/
10329-1,Tiny Plants,2023,769,758,https://cdn.rebrickable.com/media/sets/10329-1/128976.jpg,https://rebrickable.com/sets/10329-1/tiny-plants/
31208-1,Hokusai - The Great Wave,2023,709,1810,https://cdn.rebrickable.com/media/sets/31208-1/131769.jpg,https://rebrickable.com/sets/31208-1/hokusai-the-great-wave/
41731-1,Heartlake International School,2023,494,985,https://cdn.rebrickable.com/media/sets/41731-1/131821.jpg,https://rebrickable.com/sets/41731-1/heartlake-international-school/
76247-1,The Hulkbuster: The Battle of Wakanda,2023,781,385,https://cdn.rebrickable.com/media/sets/76247-1/130108.jpg,https://rebrickable.com/sets/76247-1/the-hulkbuster-the-battle-of-wakanda/
71418-1,Creativity Toolbox Maker Set,2023,690,588,https://cdn.rebrickable.com/media/sets/71418-1/130453.jpg,https://rebrickable.com/sets/71418-1/creativity-toolbox-maker-set/
76254-1,Baby Rocket's Ship,2023,704,330,https://cdn.rebrickable.com/media/sets/76254-1/130046.jpg,https://rebrickable.com/sets/76254-1/baby-rockets-ship/
42156-1,Peugeot 9X8 Le Mans Hybrid Hypercar,2023,1,1775,https://cdn.rebrickable.com/media/sets/42156-1/120602.jpg,https://rebrickable.com/sets/42156-1/peugeot-9x8-le-mans-hybrid-hypercar/
80043-1,Yellow Tusk Elephant,2023,693,851,https://cdn.rebrickable.com/media/sets/80043-1/129828.jpg,https://rebrickable.com/sets/80043-1/yellow-tusk-elephant/
42157-1,John Deere 948L-II Skidder,2023,1,1492,https://cdn.rebrickable.com/media/sets/42157-1/121932.jpg,https://rebrickable.com/sets/42157-1/john-deere-948l-ii-skidder/
41757-1,Botanical Garden,2023,494,1072,https://cdn.rebrickable.com/media/sets/41757-1/121752.jpg,https://rebrickable.com/sets/41757-1/botanical-garden/
TRADINGCARD-6,Harry Potter Trading Cards Series 1,2023,746,315,https://cdn.rebrickable.com/media/sets/tradingcard-6/128182.jpg,https://rebrickable.com/sets/TRADINGCARD-6/harry-potter-trading-cards-series-1/
42158-1,NASA Mars Rover Perseverance,2023,1,1132,https://cdn.rebrickable.com/media/sets/42158-1/123032.jpg,https://rebrickable.com/sets/42158-1/nasa-mars-rover-perseverance/
41737-1,Beach Amusement Park,2023,494,1348,https://cdn.rebrickable.com/media/sets/41737-1/122841.jpg,https://rebrickable.com/sets/41737-1/beach-amusement-park/
