set_num,name,year,theme_id,num_parts,set_img_url,set_url
77006-1,Team Sonic Command Truck,2025,747,747,https://cdn.rebrickable.com/media/sets/77006-1/156212.jpg,https://rebrickable.com/sets/77006-1/team-sonic-command-truck/
910046-1,Merchant Boat,2025,719,2196,https://cdn.rebrickable.com/media/sets/910046-1/151196.jpg,https://rebrickable.com/sets/910046-1/merchant-boat/
42213-1,Ford Bronco SUV,2025,1,943,https://cdn.rebrickable.com/media/sets/42213-1/155239.jpg,https://rebrickable.com/sets/42213-1/ford-bronco-suv/
42206-1,Oracle Red Bull Racing RB20 F1 Car,2025,1,1639,https://cdn.rebrickable.com/media/sets/42206-1/148445.jpg,https://rebrickable.com/sets/42206-1/oracle-red-bull-racing-rb20-f1-car/
31217-1,Tiger,2025,709,744,https://cdn.rebrickable.com/media/sets/31217-1/154688.jpg,https://rebrickable.com/sets/31217-1/tiger/
40796-1,Revenge of the Sith Heroes & Villains,2025,610,656,https://cdn.rebrickable.com/media/sets/40796-1/154284.jpg,https://rebrickable.com/sets/40796-1/revenge-of-the-sith-heroes-villains/
76322-1,Avengers: Endgame Thor vs. Chitauri,2025,781,373,https://cdn.rebrickable.com/media/sets/76322-1/155256.jpg,https://rebrickable.com/sets/76322-1/avengers-endgame-thor-vs-chitauri/
60462-1,"Helicopter, Fire Truck & Submarine Remix",2025,52,876,https://cdn.rebrickable.com/media/sets/60462-1/149896.jpg,https://rebrickable.com/sets/60462-1/helicopter-fire-truck-submarine-remix/
910048-1,Riverside Scholars,2025,719,2785,https://cdn.rebrickable.com/media/sets/910048-1/151198.jpg,https://rebrickable.com/sets/910048-1/riverside-scholars/
60460-1,No Limits: Race Car Ramp Track,2025,52,436,https://cdn.rebrickable.com/media/sets/60460-1/149882.jpg,https://rebrickable.com/sets/60460-1/no-limits-race-car-ramp-track/
75417-1,AT-ST Walker,2025,171,1513,https://cdn.rebrickable.com/media/sets/75417-1/158623.jpg,https://rebrickable.com/sets/75417-1/at-st-walker/
71830-1,Kai's Mech Storm Rider,2025,435,333,https://cdn.rebrickable.com/media/sets/71830-1/149503.jpg,https://rebrickable.com/sets/71830-1/kais-mech-storm-rider/
60467-1,Heavy-Duty Recovery Tow Truck with Crane,2025,56,793,https://cdn.rebrickable.com/media/sets/60467-1/155539.jpg,https://rebrickable.com/sets/60467-1/heavy-duty-recovery-tow-truck-with-crane/
76313-1,MARVEL Logo,2025,781,931,https://cdn.rebrickable.com/media/sets/76313-1/148832.jpg,https://rebrickable.com/sets/76313-1/marvel-logo/
31163-1,Playful Cat,2025,672,407,https://cdn.rebrickable.com/media/sets/31163-1/149717.jpg,https://rebrickable.com/sets/31163-1/playful-cat/
40825-1,Halloween Wreath,2025,230,617,https://cdn.rebrickable.com/media/sets/40825-1/158588.jpg,https://rebrickable.com/sets/40825-1/halloween-wreath/
77076-1,Durrr Burger Restaurant,2025,766,546,https://cdn.rebrickable.com/media/sets/77076-1/154757.jpg,https://rebrickable.com/sets/77076-1/durrr-burger-restaurant/
10374-1,Bouquet of Pink Roses,2025,769,789,https://cdn.rebrickable.com/media/sets/10374-1/159225.jpg,https://rebrickable.com/sets/10374-1/bouquet-of-pink-roses/
42201-1,Deep-Sea Research Submarine,2025,1,413,https://cdn.rebrickable.com/media/sets/42201-1/149542.jpg,https://rebrickable.com/sets/42201-1/deep-sea-research-submarine/
42215-1,Volvo EC500 Hybrid Excavator,2025,1,2359,https://cdn.rebrickable.com/media/sets/42215-1/155221.jpg,https://rebrickable.com/sets/42215-1/volvo-ec500-hybrid-excavator/
76451-1,Privet Drive: Aunt Marge's Visit,2025,246,640,https://cdn.rebrickable.com/media/sets/76451-1/155721.jpg,https://rebrickable.com/sets/76451-1/privet-drive-aunt-marges-visit/
76457-1,Hogsmeade Village – Collectors' Edition,2025,246,3228,https://cdn.rebrickable.com/media/sets/76457-1/160018.jpg,https://rebrickable.com/sets/76457-1/hogsmeade-village-collectors-edition/
76446-1,Knight Bus Adventure,2025,246,499,https://cdn.rebrickable.com/media/sets/76446-1/148671.jpg,https://rebrickable.com/sets/76446-1/knight-bus-adventure/
42208-1,Aston Martin Valkyrie,2025,1,708,https://cdn.rebrickable.com/media/sets/42208-1/155173.jpg,https://rebrickable.com/sets/42208-1/aston-martin-valkyrie/
76321-1,Spider-Man vs. Doc Ock Subway Train Scene,2025,706,393,https://cdn.rebrickable.com/media/sets/76321-1/155041.jpg,https://rebrickable.com/sets/76321-1/spider-man-vs-doc-ock-subway-train-scene/
71843-1,Rogue's Mech Dragon Rider,2025,435,584,https://cdn.rebrickable.com/media/sets/71843-1/155606.jpg,https://rebrickable.com/sets/71843-1/rogues-mech-dragon-rider/
43010-1,Nike Slam Dunk,2025,785,809,https://cdn.rebrickable.com/media/sets/43010-1/159982.jpg,https://rebrickable.com/sets/43010-1/nike-slam-dunk/
71845-1,Lloyd’s Jet Mech,2025,435,1112,https://cdn.rebrickable.com/media/sets/71845-1/155633.jpg,https://rebrickable.com/sets/71845-1/lloyds-jet-mech/
40785-1,Northern Lights Diorama,2025,598,332,https://cdn.rebrickable.com/media/sets/40785-1/161512.jpg,https://rebrickable.com/sets/40785-1/northern-lights-diorama/
40810-1,LEGOLAND Park Portal,2025,425,323,https://cdn.rebrickable.com/media/sets/40810-1/153592.jpg,https://rebrickable.com/sets/40810-1/legoland-park-portal/
42652-1,Friendship Tree House Hangout,2025,494,701,https://cdn.rebrickable.com/media/sets/42652-1/149191.jpg,https://rebrickable.com/sets/42652-1/friendship-tree-house-hangout/
76447-1,Hogwarts Castle: Flying Lessons,2025,246,649,https://cdn.rebrickable.com/media/sets/76447-1/148683.jpg,https://rebrickable.com/sets/76447-1/hogwarts-castle-flying-lessons/
76454-1,Hogwarts Castle: The Main Tower,2025,246,2131,https://cdn.rebrickable.com/media/sets/76454-1/155297.jpg,https://rebrickable.com/sets/76454-1/hogwarts-castle-the-main-tower/
72044-1,Mario Kart – Piranha Plant Power-Up Pursuit,2025,690,588,https://cdn.rebrickable.com/media/sets/72044-1/158487.jpg,https://rebrickable.com/sets/72044-1/mario-kart-piranha-plant-power-up-pursuit/
76968-1,Dinosaur Fossils: Tyrannosaurus Rex,2025,602,3145,https://cdn.rebrickable.com/media/sets/76968-1/152803.jpg,https://rebrickable.com/sets/76968-1/dinosaur-fossils-tyrannosaurus-rex/
75690-1,Glinda & Elphaba Visit Munchkinland,2025,765,744,https://cdn.rebrickable.com/media/sets/75690-1/159045.jpg,https://rebrickable.com/sets/75690-1/glinda-elphaba-visit-munchkinland/
76786-1,Morticia's Cottage,2025,768,1002,https://cdn.rebrickable.com/media/sets/76786-1/159843.jpg,https://rebrickable.com/sets/76786-1/morticias-cottage/
75416-1,Chopper (C1-10P) Astromech Droid,2025,158,1039,https://cdn.rebrickable.com/media/sets/75416-1/154252.jpg,https://rebrickable.com/sets/75416-1/chopper-c1-10p-astromech-droid/
21272-1,Woodland Mansion Fighting Ring,2025,577,491,https://cdn.rebrickable.com/media/sets/21272-1/151821.jpg,https://rebrickable.com/sets/21272-1/woodland-mansion-fighting-ring/
43272-1,Heihei,2025,608,566,https://cdn.rebrickable.com/media/sets/43272-1/148590.jpg,https://rebrickable.com/sets/43272-1/heihei/
910041-1,Camping Adventure,2025,719,667,https://cdn.rebrickable.com/media/sets/910041-1/145355.jpg,https://rebrickable.com/sets/910041-1/camping-adventure/
42207-1,Ferrari SF-24 F1 Car,2025,1,1361,https://cdn.rebrickable.com/media/sets/42207-1/148295.jpg,https://rebrickable.com/sets/42207-1/ferrari-sf-24-f1-car/
76326-1,Iron Spider-Man Bust,2025,781,379,https://cdn.rebrickable.com/media/sets/76326-1/154065.jpg,https://rebrickable.com/sets/76326-1/iron-spider-man-bust/
43277-1,Cruella De Vil's Car,2025,608,378,https://cdn.rebrickable.com/media/sets/43277-1/157124.jpg,https://rebrickable.com/sets/43277-1/cruella-de-vils-car/
75689-1,Emerald City & Kiamo Ko Castle,2025,765,860,https://cdn.rebrickable.com/media/sets/75689-1/159036.jpg,https://rebrickable.com/sets/75689-1/emerald-city-kiamo-ko-castle/
76784-1,Black Dahlia Flower,2025,768,358,https://cdn.rebrickable.com/media/sets/76784-1/155096.jpg,https://rebrickable.com/sets/76784-1/black-dahlia-flower/
43267-1,Princess Castle & Royal Pets,2025,579,787,https://cdn.rebrickable.com/media/sets/43267-1/155491.jpg,https://rebrickable.com/sets/43267-1/princess-castle-royal-pets/
75688-1,Glinda’s Wedding Day,2025,765,476,https://cdn.rebrickable.com/media/sets/75688-1/159064.jpg,https://rebrickable.com/sets/75688-1/glindas-wedding-day/
43263-1,Beauty and the Beast Castle,2025,608,2916,https://cdn.rebrickable.com/media/sets/43263-1/153120.jpg,https://rebrickable.com/sets/43263-1/beauty-and-the-beast-castle/
76445-1,Hogwarts Castle: Herbology Class,2025,246,390,https://cdn.rebrickable.com/media/sets/76445-1/155680.jpg,https://rebrickable.com/sets/76445-1/hogwarts-castle-herbology-class/
42202-1,Ducati Panigale V4 S Motorcycle,2025,1,1603,https://cdn.rebrickable.com/media/sets/42202-1/148354.jpg,https://rebrickable.com/sets/42202-1/ducati-panigale-v4-s-motorcycle/
80119-1,Galloping Horse Canvas,2025,686,1650,https://cdn.rebrickable.com/media/sets/80119-1/162983.jpg,https://rebrickable.com/sets/80119-1/galloping-horse-canvas/
43008-1,Nike Dunk,2025,785,1180,https://cdn.rebrickable.com/media/sets/43008-1/157061.jpg,https://rebrickable.com/sets/43008-1/nike-dunk/
71841-1,Dragonian Storm Village,2025,435,305,https://cdn.rebrickable.com/media/sets/71841-1/149504.jpg,https://rebrickable.com/sets/71841-1/dragonian-storm-village/
60446-1,Modular Galactic Spaceship,2025,793,717,https://cdn.rebrickable.com/media/sets/60446-1/149799.jpg,https://rebrickable.com/sets/60446-1/modular-galactic-spaceship/
21363-1,The Goonies,2025,576,2914,https://cdn.rebrickable.com/media/sets/21363-1/162483.jpg,https://rebrickable.com/sets/21363-1/the-goonies/
60466-1,Yellow Bulldozer,2025,56,682,https://cdn.rebrickable.com/media/sets/60466-1/155528.jpg,https://rebrickable.com/sets/60466-1/yellow-bulldozer/
4000046-1,LEGO Inside Tour Anniversary Collection,2025,599,1912,https://cdn.rebrickable.com/media/sets/4000046-1/158075.jpg,https://rebrickable.com/sets/4000046-1/lego-inside-tour-anniversary-collection/
75415-1,Kylo Ren Helmet,2025,158,529,https://cdn.rebrickable.com/media/sets/75415-1/154233.jpg,https://rebrickable.com/sets/75415-1/kylo-ren-helmet/
60454-1,Holiday Adventure Camper Van,2025,63,385,https://cdn.rebrickable.com/media/sets/60454-1/149851.jpg,https://rebrickable.com/sets/60454-1/holiday-adventure-camper-van/
910053-1,The Thieves of Tortuga,2025,719,4002,https://cdn.rebrickable.com/media/sets/910053-1/155049.jpg,https://rebrickable.com/sets/910053-1/the-thieves-of-tortuga/
77241-1,2 Fast 2 Furious Honda S2000,2025,601,307,https://cdn.rebrickable.com/media/sets/77241-1/153656.jpg,https://rebrickable.com/sets/77241-1/2-fast-2-furious-honda-s2000/
21276-1,The Creeper,2025,577,665,https://cdn.rebrickable.com/media/sets/21276-1/155361.jpg,https://rebrickable.com/sets/21276-1/the-creeper/
10360-1,Shuttle Carrier Aircraft,2025,721,2417,https://cdn.rebrickable.com/media/sets/10360-1/155899.jpg,https://rebrickable.com/sets/10360-1/shuttle-carrier-aircraft/
71837-1,NINJAGO City Workshops,2025,435,3247,https://cdn.rebrickable.com/media/sets/71837-1/152123.jpg,https://rebrickable.com/sets/71837-1/ninjago-city-workshops/
43279-1,WALL-E and EVE,2025,608,811,https://cdn.rebrickable.com/media/sets/43279-1/159700.jpg,https://rebrickable.com/sets/43279-1/wall-e-and-eve/
41843-1,Family Christmas Tree Decoration,2025,227,3171,https://cdn.rebrickable.com/media/sets/41843-1/161075.jpg,https://rebrickable.com/sets/41843-1/family-christmas-tree-decoration/
60471-1,Arctic Explorer Science Lab Truck,2025,65,1064,https://cdn.rebrickable.com/media/sets/60471-1/155559.jpg,https://rebrickable.com/sets/60471-1/arctic-explorer-science-lab-truck/
31171-1,Wild Animals: Majestic Rhino with Birds,2025,672,780,https://cdn.rebrickable.com/media/sets/31171-1/158535.jpg,https://rebrickable.com/sets/31171-1/wild-animals-majestic-rhino-with-birds/
21279-1,The Enderman Tower,2025,577,867,https://cdn.rebrickable.com/media/sets/21279-1/155438.jpg,https://rebrickable.com/sets/21279-1/the-enderman-tower/
10365-1,Captain Jack Sparrow's Pirate Ship,2025,721,2862,https://cdn.rebrickable.com/media/sets/10365-1/160290.jpg,https://rebrickable.com/sets/10365-1/captain-jack-sparrows-pirate-ship/
31215-1,Vincent van Gogh – Sunflowers,2025,709,2615,https://cdn.rebrickable.com/media/sets/31215-1/151802.jpg,https://rebrickable.com/sets/31215-1/vincent-van-gogh-sunflowers/
21361-1,Gremlins: Gizmo,2025,576,1125,https://cdn.rebrickable.com/media/sets/21361-1/160370.jpg,https://rebrickable.com/sets/21361-1/gremlins-gizmo/
910051-1,Mushroom Village,2025,719,2437,https://cdn.rebrickable.com/media/sets/910051-1/155047.jpg,https://rebrickable.com/sets/910051-1/mushroom-village/
42212-1,Ferrari FXX K,2025,1,897,https://cdn.rebrickable.com/media/sets/42212-1/154996.jpg,https://rebrickable.com/sets/42212-1/ferrari-fxx-k/
42211-1,Lunar Outpost Moon Rover Space Vehicle,2025,1,1082,https://cdn.rebrickable.com/media/sets/42211-1/155234.jpg,https://rebrickable.com/sets/42211-1/lunar-outpost-moon-rover-space-vehicle/
10358-1,Transformers: Soundwave,2025,721,1505,https://cdn.rebrickable.com/media/sets/10358-1/158842.jpg,https://rebrickable.com/sets/10358-1/transformers-soundwave/
910049-1,Adventure in Transylvania,2025,719,4060,https://cdn.rebrickable.com/media/sets/910049-1/155045.jpg,https://rebrickable.com/sets/910049-1/adventure-in-transylvania/
76785-1,Thing's Apartment,2025,768,828,https://cdn.rebrickable.com/media/sets/76785-1/159849.jpg,https://rebrickable.com/sets/76785-1/things-apartment/
76329-1,Miles Morales' Mask,2025,706,487,https://cdn.rebrickable.com/media/sets/76329-1/157120.jpg,https://rebrickable.com/sets/76329-1/miles-morales-mask/
75414-1,The Force Burner Snowspeeder,2025,158,349,https://cdn.rebrickable.com/media/sets/75414-1/158301.jpg,https://rebrickable.com/sets/75414-1/the-force-burner-snowspeeder/
76317-1,Peter Parker’s Apartment,2025,706,402,https://cdn.rebrickable.com/media/sets/76317-1/155155.jpg,https://rebrickable.com/sets/76317-1/peter-parkers-apartment/
10355-1,Blacktron Renegade,2025,721,1151,https://cdn.rebrickable.com/media/sets/10355-1/150081.jpg,https://rebrickable.com/sets/10355-1/blacktron-renegade/
10357-1,Shelby Cobra 427 S/C,2025,721,1248,https://cdn.rebrickable.com/media/sets/10357-1/157798.jpg,https://rebrickable.com/sets/10357-1/shelby-cobra-427-sc/
4002025-1,Toy Store,2025,599,1769,https://cdn.rebrickable.com/media/sets/4002025-1/165557.jpg,https://rebrickable.com/sets/4002025-1/toy-store/
60465-1,Emergency Air Ambulance Airplane,2025,60,403,https://cdn.rebrickable.com/media/sets/60465-1/155523.jpg,https://rebrickable.com/sets/60465-1/emergency-air-ambulance-airplane/
80066-1,Mythical Creature Qilin,2025,693,791,https://cdn.rebrickable.com/media/sets/80066-1/147446.jpg,https://rebrickable.com/sets/80066-1/mythical-creature-qilin/
76453-1,Malfoy Manor,2025,246,1602,https://cdn.rebrickable.com/media/sets/76453-1/148729.jpg,https://rebrickable.com/sets/76453-1/malfoy-manor/
76443-1,Hagrid & Harry's Motorcycle Ride,2025,246,617,https://cdn.rebrickable.com/media/sets/76443-1/148686.jpg,https://rebrickable.com/sets/76443-1/hagrid-harrys-motorcycle-ride/
10361-1,Holiday Express Train,2025,227,956,https://cdn.rebrickable.com/media/sets/10361-1/161069.jpg,https://rebrickable.com/sets/10361-1/holiday-express-train/
43258-1,Kakamora Barge,2025,608,579,https://cdn.rebrickable.com/media/sets/43258-1/153025.jpg,https://rebrickable.com/sets/43258-1/kakamora-barge/
42214-1,Lamborghini Revuelto Super Sports Car,2025,1,1135,https://cdn.rebrickable.com/media/sets/42214-1/155163.jpg,https://rebrickable.com/sets/42214-1/lamborghini-revuelto-super-sports-car/
45655-1,Replacement Pack for Middle School,2025,507,381,https://cdn.rebrickable.com/media/sets/45655-1/159201.jpg,https://rebrickable.com/sets/45655-1/replacement-pack-for-middle-school/
21357-1,Disney Pixar Luxo Jr.,2025,576,613,https://cdn.rebrickable.com/media/sets/21357-1/156452.jpg,https://rebrickable.com/sets/21357-1/disney-pixar-luxo-jr/
21280-1,Minecraft Advent Calendar 2025,2025,207,300,https://cdn.rebrickable.com/media/sets/21280-1/155113.jpg,https://rebrickable.com/sets/21280-1/minecraft-advent-calendar-2025/
45654-1,Replacement Pack for Elementary School,2025,507,350,https://cdn.rebrickable.com/media/sets/45654-1/158293.jpg,https://rebrickable.com/sets/45654-1/replacement-pack-for-elementary-school/
71497-1,Cooper's Tiger Mech & Zero's Hot Rod Car,2025,749,1006,https://cdn.rebrickable.com/media/sets/71497-1/149965.jpg,https://rebrickable.com/sets/71497-1/coopers-tiger-mech-zeros-hot-rod-car/
10345-1,Flower Arrangement,2025,769,1163,https://cdn.rebrickable.com/media/sets/10345-1/147718.jpg,https://rebrickable.com/sets/10345-1/flower-arrangement/
71491-1,Mateo and the Z-Blob Action Race Car,2025,749,485,https://cdn.rebrickable.com/media/sets/71491-1/149918.jpg,https://rebrickable.com/sets/71491-1/mateo-and-the-z-blob-action-race-car/
71834-1,Zane's Ultra Combiner Mech,2025,435,1187,https://cdn.rebrickable.com/media/sets/71834-1/149271.jpg,https://rebrickable.com/sets/71834-1/zanes-ultra-combiner-mech/
71848-1,The Temple Bounty,2025,435,2388,https://cdn.rebrickable.com/media/sets/71848-1/155640.jpg,https://rebrickable.com/sets/71848-1/the-temple-bounty/
71833-1,Ras and Arin's Super Storm Jet,2025,435,510,https://cdn.rebrickable.com/media/sets/71833-1/149519.jpg,https://rebrickable.com/sets/71833-1/ras-and-arins-super-storm-jet/
40864-1,Fortune Master,2025,686,386,https://cdn.rebrickable.com/media/sets/40864-1/163062.jpg,https://rebrickable.com/sets/40864-1/fortune-master/
42674-1,Comic Book and Game Store,2025,494,1005,https://cdn.rebrickable.com/media/sets/42674-1/156105.jpg,https://rebrickable.com/sets/42674-1/comic-book-and-game-store/
72042-1,Prince Florian & Castle Bowser,2025,690,1251,https://cdn.rebrickable.com/media/sets/72042-1/156865.jpg,https://rebrickable.com/sets/72042-1/prince-florian-castle-bowser/
910042-1,Lost City,2025,719,3506,https://cdn.rebrickable.com/media/sets/910042-1/145363.jpg,https://rebrickable.com/sets/910042-1/lost-city/
77057-1,Creative Houses: Seasons of Fun,2025,752,814,https://cdn.rebrickable.com/media/sets/77057-1/156217.jpg,https://rebrickable.com/sets/77057-1/creative-houses-seasons-of-fun/
71832-1,Thunderfang Dragon of Chaos,2025,435,670,https://cdn.rebrickable.com/media/sets/71832-1/150748.jpg,https://rebrickable.com/sets/71832-1/thunderfang-dragon-of-chaos/
60444-1,F1 Garage & Mercedes-AMG & Alpine Cars,2025,52,686,https://cdn.rebrickable.com/media/sets/60444-1/149134.jpg,https://rebrickable.com/sets/60444-1/f1-garage-mercedes-amg-alpine-cars/
75405-1,Home One Starcruiser,2025,158,559,https://cdn.rebrickable.com/media/sets/75405-1/148910.jpg,https://rebrickable.com/sets/75405-1/home-one-starcruiser/
21362-1,Mineral Collection,2025,576,880,https://cdn.rebrickable.com/media/sets/21362-1/160902.jpg,https://rebrickable.com/sets/21362-1/mineral-collection/
75406-1,Kylo Ren's Command Shuttle,2025,158,387,https://cdn.rebrickable.com/media/sets/75406-1/154241.jpg,https://rebrickable.com/sets/75406-1/kylo-rens-command-shuttle/
910043-1,Forest Stronghold,2025,719,3396,https://cdn.rebrickable.com/media/sets/910043-1/145373.jpg,https://rebrickable.com/sets/910043-1/forest-stronghold/
31162-1,Cute Bunny,2025,672,326,https://cdn.rebrickable.com/media/sets/31162-1/149711.jpg,https://rebrickable.com/sets/31162-1/cute-bunny/
31175-1,Unicorn Castle,2025,672,390,https://cdn.rebrickable.com/media/sets/31175-1/155146.jpg,https://rebrickable.com/sets/31175-1/unicorn-castle/
40794-1,Elphaba & Glinda Figures,2025,610,325,https://cdn.rebrickable.com/media/sets/40794-1/159100.jpg,https://rebrickable.com/sets/40794-1/elphaba-glinda-figures/
75408-1,Jango Fett Helmet,2025,158,616,https://cdn.rebrickable.com/media/sets/75408-1/154261.jpg,https://rebrickable.com/sets/75408-1/jango-fett-helmet/
42209-1,Volvo L120 Electric Wheel Loader,2025,1,973,https://cdn.rebrickable.com/media/sets/42209-1/155194.jpg,https://rebrickable.com/sets/42209-1/volvo-l120-electric-wheel-loader/
40814-1,Baby Elephant in the Sky,2025,301,402,https://cdn.rebrickable.com/media/sets/40814-1/155452.jpg,https://rebrickable.com/sets/40814-1/baby-elephant-in-the-sky/
80118-1,Fortune Firecracker,2025,686,1039,https://cdn.rebrickable.com/media/sets/80118-1/162977.jpg,https://rebrickable.com/sets/80118-1/fortune-firecracker/
40819-1,Up-Scaled Racing Driver Minifigure,2025,301,694,https://cdn.rebrickable.com/media/sets/40819-1/151938.jpg,https://rebrickable.com/sets/40819-1/up-scaled-racing-driver-minifigure/
21278-1,The Pillager Outpost and Ravager,2025,577,665,https://cdn.rebrickable.com/media/sets/21278-1/155415.jpg,https://rebrickable.com/sets/21278-1/the-pillager-outpost-and-ravager/
10352-1,The Simpsons: Krusty Burger,2025,721,1635,https://cdn.rebrickable.com/media/sets/10352-1/156612.jpg,https://rebrickable.com/sets/10352-1/the-simpsons-krusty-burger/
21359-1,Italian Riviera,2025,576,3252,https://cdn.rebrickable.com/media/sets/21359-1/158935.jpg,https://rebrickable.com/sets/21359-1/italian-riviera/
75413-1,Republic Juggernaut,2025,158,816,https://cdn.rebrickable.com/media/sets/75413-1/158298.jpg,https://rebrickable.com/sets/75413-1/republic-juggernaut/
11040-1,Magical Transparent Box,2025,621,340,https://cdn.rebrickable.com/media/sets/11040-1/149629.jpg,https://rebrickable.com/sets/11040-1/magical-transparent-box/
42203-1,Tipping Dump Truck,2025,1,462,https://cdn.rebrickable.com/media/sets/42203-1/148569.jpg,https://rebrickable.com/sets/42203-1/tipping-dump-truck/
21273-1,The Ghast Balloon Village Attack,2025,577,555,https://cdn.rebrickable.com/media/sets/21273-1/151816.jpg,https://rebrickable.com/sets/21273-1/the-ghast-balloon-village-attack/
72038-1,Mario Kart – Wario & King Boo,2025,690,512,https://cdn.rebrickable.com/media/sets/72038-1/156882.jpg,https://rebrickable.com/sets/72038-1/mario-kart-wario-king-boo/
76323-1,Avengers: Endgame Final Battle,2025,781,621,https://cdn.rebrickable.com/media/sets/76323-1/154085.jpg,https://rebrickable.com/sets/76323-1/avengers-endgame-final-battle/
42217-1,Chevrolet Corvette Stingray Blue,2025,1,732,https://cdn.rebrickable.com/media/sets/42217-1/155472.jpg,https://rebrickable.com/sets/42217-1/chevrolet-corvette-stingray-blue/
76450-1,Book Nook: Hogwarts Express,2025,246,832,https://cdn.rebrickable.com/media/sets/76450-1/155320.jpg,https://rebrickable.com/sets/76450-1/book-nook-hogwarts-express/
77077-1,Klombo,2025,766,1084,https://cdn.rebrickable.com/media/sets/77077-1/154745.jpg,https://rebrickable.com/sets/77077-1/klombo/
75432-1,V-19 Torrent Starfighter,2025,158,567,https://cdn.rebrickable.com/media/sets/75432-1/158475.jpg,https://rebrickable.com/sets/75432-1/v-19-torrent-starfighter/
21063-1,Neuschwanstein Castle,2025,252,3455,https://cdn.rebrickable.com/media/sets/21063-1/158219.jpg,https://rebrickable.com/sets/21063-1/neuschwanstein-castle/
4000043-1,Vietnam 2025 Factory,2025,599,346,https://cdn.rebrickable.com/media/sets/4000043-1/154164.jpg,https://rebrickable.com/sets/4000043-1/vietnam-2025-factory/
71842-1,Rontu the Master Dragon,2025,435,381,https://cdn.rebrickable.com/media/sets/71842-1/155601.jpg,https://rebrickable.com/sets/71842-1/rontu-the-master-dragon/
910047-1,Medieval Seaside Market,2025,719,2560,https://cdn.rebrickable.com/media/sets/910047-1/151197.jpg,https://rebrickable.com/sets/910047-1/medieval-seaside-market/
76304-1,Batman Forever Batmobile,2025,697,909,https://cdn.rebrickable.com/media/sets/76304-1/155205.jpg,https://rebrickable.com/sets/76304-1/batman-forever-batmobile/
40801-1,"Mike, Dustin, Lucas and Will Figures",2025,610,542,https://cdn.rebrickable.com/media/sets/40801-1/159056.jpg,https://rebrickable.com/sets/40801-1/mike-dustin-lucas-and-will-figures/
71494-1,Zoey's Time Owl,2025,749,359,https://cdn.rebrickable.com/media/sets/71494-1/156160.jpg,https://rebrickable.com/sets/71494-1/zoeys-time-owl/
10363-1,Leonardo da Vinci's Flying Machine,2025,721,493,https://cdn.rebrickable.com/media/sets/10363-1/148383.jpg,https://rebrickable.com/sets/10363-1/leonardo-da-vincis-flying-machine/
71500-1,Nightmare Shark Submarine,2025,749,1413,https://cdn.rebrickable.com/media/sets/71500-1/156178.jpg,https://rebrickable.com/sets/71500-1/nightmare-shark-submarine/
71846-1,The Fire Knight Mech,2025,435,997,https://cdn.rebrickable.com/media/sets/71846-1/155313.jpg,https://rebrickable.com/sets/71846-1/the-fire-knight-mech/
71847-1,The Guardian Dragon,2025,435,1650,https://cdn.rebrickable.com/media/sets/71847-1/155306.jpg,https://rebrickable.com/sets/71847-1/the-guardian-dragon/
10367-1,The Lord of the Rings: Balrog Book Nook,2025,721,1202,https://cdn.rebrickable.com/media/sets/10367-1/156999.jpg,https://rebrickable.com/sets/10367-1/the-lord-of-the-rings-balrog-book-nook/
45829-1,UNEARTHED Challenge Set,2025,398,1742,https://cdn.rebrickable.com/media/sets/45829-1/158829.jpg,https://rebrickable.com/sets/45829-1/unearthed-challenge-set/
45830-1,UNEARTHED Explore Set,2025,398,708,https://cdn.rebrickable.com/media/sets/45830-1/158830.jpg,https://rebrickable.com/sets/45830-1/unearthed-explore-set/
10359-1,Fountain Garden,2025,721,1302,https://cdn.rebrickable.com/media/sets/10359-1/148152.jpg,https://rebrickable.com/sets/10359-1/fountain-garden/
42671-1,Plant Café & Flower Shop,2025,494,1138,https://cdn.rebrickable.com/media/sets/42671-1/156088.jpg,https://rebrickable.com/sets/42671-1/plant-café-flower-shop/
42666-1,Cat Birthday Party & Tree House,2025,494,321,https://cdn.rebrickable.com/media/sets/42666-1/156072.jpg,https://rebrickable.com/sets/42666-1/cat-birthday-party-tree-house/
42664-1,Travel Boat Adventure,2025,494,686,https://cdn.rebrickable.com/media/sets/42664-1/156054.jpg,https://rebrickable.com/sets/42664-1/travel-boat-adventure/
76324-1,Spider-Man vs. Oscorp,2025,706,808,https://cdn.rebrickable.com/media/sets/76324-1/155258.jpg,https://rebrickable.com/sets/76324-1/spider-man-vs-oscorp/
76976-1,Spinosaurus & Quetzalcoatlus Air Mission,2025,602,984,https://cdn.rebrickable.com/media/sets/76976-1/153195.jpg,https://rebrickable.com/sets/76976-1/spinosaurus-quetzalcoatlus-air-mission/
60469-1,Central Train Station,2025,66,752,https://cdn.rebrickable.com/media/sets/60469-1/155549.jpg,https://rebrickable.com/sets/60469-1/central-train-station/
43021-1,Nike Dunk Trickshot,2025,785,454,https://cdn.rebrickable.com/media/sets/43021-1/159980.jpg,https://rebrickable.com/sets/43021-1/nike-dunk-trickshot/
31172-1,Record Player with Flowers,2025,672,366,https://cdn.rebrickable.com/media/sets/31172-1/152104.jpg,https://rebrickable.com/sets/31172-1/record-player-with-flowers/
60472-1,Scrapyard with Cars,2025,52,877,https://cdn.rebrickable.com/media/sets/60472-1/149893.jpg,https://rebrickable.com/sets/60472-1/scrapyard-with-cars/
